invoice_id,buyer_name,invoice_amount,issue_date,due_date,payment_date
INV-1344,Ivory Ceramics,39399.98,2024-06-08,2024-06-29,2024-06-27
INV-1345,Pearl Cosmetics,8571.1,2024-06-08,2024-07-23,2024-07-23
INV-1346,Saffron Exports,5231.81,2024-06-08,2024-07-08,2024-07-13
INV-1347,Alpha Retail,4941.16,2024-06-09,2024-07-09,2024-07-08
INV-1348,Unity Wholesalers,23451.83,2024-06-10,2024-07-01,2024-06-30
INV-1349,Unity Wholesalers,8856.08,2024-06-10,2024-07-10,2024-07-08
INV-1350,Willow Dairy,16180.15,2024-06-10,2024-06-25,2024-06-25
INV-1351,Indus Logistics,23681.64,2024-06-11,2024-07-11,2024-07-26
INV-1352,Alpha Retail,9690.98,2024-06-12,2024-07-12,2024-07-07
INV-1353,Global Textiles,21664.17,2024-06-12,2024-07-03,2024-07-02
INV-1354,Lotus Ayurveda,35145.33,2024-06-12,2024-07-03,2024-07-02
INV-1355,Nimbus Cloud Soft,43703.48,2024-06-12,2024-07-03,2024-07-01
INV-1356,Ridge Minerals,36584.03,2024-06-12,2024-07-12,2024-08-17
INV-1357,Ridge Minerals,35487.01,2024-06-12,2024-08-11,2024-08-19
INV-1358,Xenon Batteries,39522.95,2024-06-12,2024-07-27,2024-08-01
INV-1359,City Hospitals,16479.35,2024-06-14,2024-07-14,2024-07-23
INV-1360,Quantum Steel,9665.78,2024-06-14,2024-07-05,2024-07-05
INV-1361,Harbor Ports,20504.51,2024-06-15,2024-08-14,2024-09-16
INV-1362,Nimbus Cloud Soft,35371.7,2024-06-15,2024-07-15,2024-07-13
INV-1363,Vista Packaging,33430.66,2024-06-16,2024-07-16,2024-07-31
INV-1364,Aarav Spices,8828.78,2024-06-16,2024-07-16,2024-07-16
INV-1365,Maple Books,6729.31,2024-06-16,2024-07-07,2024-07-16
INV-1366,Horizon Tech,35144.87,2024-06-17,2024-07-17,2024-08-06
INV-1367,Yellow Cab Fleet,20438.28,2024-06-17,2024-08-01,2024-08-17
INV-1368,Summit Cement,47624.87,2024-06-19,2024-08-18,2024-09-07
INV-1369,Unity Wholesalers,10651.57,2024-06-20,2024-07-11,2024-07-11
INV-1370,Cedar Furniture,16398.81,2024-06-20,2024-08-04,2024-08-24
INV-1371,Bharat Tyres,32049.91,2024-06-20,2024-07-20,2024-08-07
INV-1372,City Hospitals,22256.77,2024-06-21,2024-07-12,2024-07-21
INV-1373,Jade Organics,11950.15,2024-06-21,2024-07-12,2024-07-21
INV-1374,Ocean Fisheries,10991.27,2024-06-21,2024-07-21,2024-08-10
INV-1375,City Hospitals,18263.42,2024-06-22,2024-08-06,2024-08-06
INV-1376,Zenith Chemicals,19870.13,2024-06-22,2024-08-06,2024-09-03
INV-1377,Ocean Fisheries,14802.52,2024-06-22,2024-07-22,2024-08-02
INV-1378,Arjun Hardware,5806.21,2024-06-22,2024-07-13,2024-07-28
INV-1379,Metro Builders,21026.95,2024-06-23,2024-07-23,2024-08-20
INV-1380,Garnet Media,7982.24,2024-06-23,2024-07-23,2024-07-28
INV-1381,Kite Interiors,4618.65,2024-06-23,2024-08-22,2024-09-05
INV-1382,Kite Interiors,11272.05,2024-06-23,2024-08-22,2024-09-17
INV-1383,Indus Logistics,9158.82,2024-06-24,2024-07-15,2024-07-15
INV-1384,Zenith Chemicals,17462.74,2024-06-24,2024-08-23,2024-09-12
INV-1385,Bharat Tyres,8178.53,2024-06-24,2024-07-24,2024-08-13
INV-1386,Horizon Tech,50525.53,2024-06-25,2024-07-25,2024-09-04
INV-1387,Summit Cement,35858.06,2024-06-25,2024-08-09,2024-09-06
INV-1388,Delta Traders,5411.57,2024-06-26,2024-07-26,2024-07-21
INV-1389,Unity Wholesalers,7640.69,2024-06-26,2024-07-17,2024-07-15
INV-1390,Willow Dairy,10922.44,2024-06-26,2024-07-11,2024-07-11
INV-1391,Willow Dairy,12389.48,2024-06-26,2024-07-26,2024-07-24
INV-1392,Zenith Chemicals,33741.1,2024-06-26,2024-08-10,2024-09-18
INV-1393,Triveni Power,47228.45,2024-06-26,2024-07-17,2024-07-15
INV-1394,Vertex Robotics,42297.44,2024-06-26,2024-08-25,2024-09-05
INV-1395,Xenon Batteries,39202.69,2024-06-27,2024-07-18,2024-07-18
INV-1396,Dhanvi Jewels,17073.75,2024-06-28,2024-07-28,2024-08-06
INV-1397,Echo Manufacturing,34827.84,2024-06-29,2024-08-13,2024-08-28
INV-1398,Everest Mines,62449.79,2024-06-29,2024-08-28,2024-09-08
INV-1399,Vista Packaging,22400.6,2024-06-30,2024-07-30,2024-08-14
INV-1400,Bharat Tyres,28013.38,2024-07-02,2024-08-16,2024-08-31
INV-1401,Yellow Cab Fleet,24391.49,2024-07-03,2024-09-01,2024-09-14
INV-1402,Quill Stationery,12058.97,2024-07-05,2024-07-20,2024-07-15
INV-1403,Quill Stationery,17142.85,2024-07-05,2024-07-20,2024-07-20
INV-1404,Walnut Woods,29037.98,2024-07-06,2024-08-05,2024-07-31
INV-1405,Prime Agro,4466.0,2024-07-07,2024-09-05,2024-09-25
INV-1406,Unity Wholesalers,11716.56,2024-07-07,2024-07-28,2024-07-26
INV-1407,Everest Mines,28256.51,2024-07-07,2024-09-05,2024-09-25
INV-1408,Pearl Cosmetics,4160.31,2024-07-07,2024-08-06,2024-08-06
INV-1409,Vista Packaging,14957.44,2024-07-08,2024-07-29,2024-08-03
INV-1410,Maple Books,3559.28,2024-07-08,2024-08-07,2024-08-05
INV-1411,Echo Manufacturing,29700.38,2024-07-09,2024-08-23,2024-09-08
INV-1412,Titan Auto Parts,28292.1,2024-07-11,2024-08-10,2024-08-08
INV-1413,Metro Builders,26677.39,2024-07-12,2024-08-11,2024-08-31
INV-1414,Nova Pharma,24314.08,2024-07-12,2024-08-02,2024-07-28
INV-1415,Xenon Batteries,14316.27,2024-07-12,2024-08-02,2024-08-07
INV-1416,Metro Builders,33973.38,2024-07-13,2024-08-27,2024-09-24
INV-1417,Pearl Cosmetics,17705.1,2024-07-13,2024-08-12,2024-08-21
INV-1418,Quill Stationery,17082.38,2024-07-13,2024-08-03,2024-08-02
INV-1419,Beta Foods,13626.61,2024-07-14,2024-08-28,2024-09-09
INV-1420,Garnet Media,18240.37,2024-07-14,2024-08-13,2024-08-22
INV-1421,Quantum Steel,22171.65,2024-07-15,2024-08-05,2024-08-05
INV-1422,Jade Organics,18954.42,2024-07-15,2024-08-05,2024-08-05
INV-1423,Nimbus Cloud Soft,46802.53,2024-07-15,2024-07-30,2024-07-31
INV-1424,Triveni Power,22508.03,2024-07-16,2024-07-31,2024-07-31
INV-1425,Echo Manufacturing,27241.13,2024-07-17,2024-09-15,2024-09-22
INV-1426,Titan Auto Parts,17775.19,2024-07-17,2024-08-07,2024-08-16
INV-1427,Jade Organics,17340.54,2024-07-17,2024-08-07,2024-08-22
INV-1428,Kite Interiors,7027.15,2024-07-17,2024-08-31,2024-09-08
INV-1429,Kite Interiors,3130.7,2024-07-17,2024-09-15,2024-09-23
INV-1430,Pearl Cosmetics,10962.2,2024-07-17,2024-08-31,2024-09-09
INV-1431,Yellow Cab Fleet,24790.66,2024-07-17,2024-08-31,2024-09-19
INV-1432,Indus Logistics,8424.76,2024-07-18,2024-09-01,2024-09-06
INV-1433,Ocean Fisheries,3260.59,2024-07-18,2024-09-16,2024-09-24
INV-1434,Harbor Ports,18658.67,2024-07-19,2024-08-18,2024-08-31
INV-1435,Maple Books,16599.0,2024-07-19,2024-08-18,2024-08-23
INV-1436,Global Textiles,10725.04,2024-07-20,2024-08-04,2024-08-02
INV-1437,Zenith Chemicals,30130.77,2024-07-20,2024-09-18,2024-10-06
INV-1438,Harbor Ports,14966.42,2024-07-20,2024-08-19,2024-09-12
INV-1439,Orbit Electronics,52510.41,2024-07-21,2024-08-11,2024-08-11
INV-1440,Falcon Aviation,6063.22,2024-07-21,2024-08-05,2024-08-03
INV-1441,Jade Organics,7932.26,2024-07-22,2024-09-05,2024-09-14
INV-1442,Radiant Apparel,25729.01,2024-07-23,2024-08-07,2024-08-05
INV-1443,Pearl Cosmetics,4726.39,2024-07-23,2024-08-22,2024-08-27
INV-1444,Vista Packaging,15603.65,2024-07-24,2024-08-14,2024-08-23
INV-1445,Dhanvi Jewels,4514.33,2024-07-24,2024-08-14,2024-08-19
INV-1446,Nimbus Cloud Soft,33118.48,2024-07-24,2024-08-23,2024-08-18
INV-1447,Saffron Exports,25415.52,2024-07-24,2024-09-07,2024-09-16
INV-1448,Fresh Mart,9549.9,2024-07-25,2024-09-08,2024-09-08
INV-1449,Radiant Apparel,11055.18,2024-07-25,2024-08-15,2024-08-13
INV-1450,Prime Agro,11473.5,2024-07-26,2024-09-09,2024-09-29
INV-1451,Aarav Spices,20156.94,2024-07-26,2024-08-25,2024-09-03
INV-1452,Cedar Furniture,10212.06,2024-07-27,2024-08-26,2024-09-09
INV-1453,Ivory Ceramics,20897.61,2024-07-27,2024-08-11,2024-08-06
INV-1454,Nimbus Cloud Soft,21218.61,2024-07-27,2024-08-17,2024-08-15
INV-1455,Triveni Power,55327.59,2024-07-27,2024-08-17,2024-08-18
INV-1456,Walnut Woods,19994.65,2024-07-28,2024-08-12,2024-08-07
INV-1457,Yellow Cab Fleet,13917.31,2024-07-28,2024-08-27,2024-09-16
INV-1458,Zara Knitwear,8026.95,2024-07-28,2024-08-18,2024-08-16
INV-1459,City Hospitals,20420.9,2024-07-29,2024-08-19,2024-08-24
INV-1460,Fresh Mart,13483.78,2024-07-29,2024-09-12,2024-09-10
INV-1461,Yellow Cab Fleet,24250.31,2024-07-29,2024-09-12,2024-10-08
INV-1462,Prime Agro,10076.37,2024-07-30,2024-09-13,2024-09-27
INV-1463,Aarav Spices,6892.77,2024-07-30,2024-08-20,2024-08-25
INV-1464,Urban Café Chain,5883.61,2024-07-30,2024-08-20,2024-08-29
INV-1465,Urban Café Chain,3699.27,2024-07-30,2024-08-20,2024-08-18
INV-1466,Fresh Mart,15549.48,2024-07-31,2024-08-30,2024-09-08
INV-1467,Chirag Plastics,26376.68,2024-08-01,2024-08-31,2024-08-29
INV-1468,Alpha Retail,10546.42,2024-08-02,2024-09-01,2024-09-01
INV-1469,Falcon Aviation,5429.51,2024-08-02,2024-08-17,2024-08-16
INV-1470,Delta Traders,18442.13,2024-08-03,2024-09-02,2024-09-01
INV-1471,Triveni Power,69407.39,2024-08-03,2024-08-18,2024-08-17
INV-1472,Aarav Spices,14617.31,2024-08-04,2024-09-03,2024-09-12
INV-1473,Vertex Robotics,10361.83,2024-08-04,2024-09-18,2024-10-02
INV-1474,Zara Knitwear,16331.87,2024-08-04,2024-08-25,2024-08-23
INV-1475,Alpha Retail,14248.85,2024-08-05,2024-09-04,2024-09-02
INV-1476,Jade Organics,15436.99,2024-08-05,2024-08-26,2024-09-04
INV-1477,Quill Stationery,17052.65,2024-08-05,2024-08-26,2024-08-24
INV-1478,Yellow Cab Fleet,9192.12,2024-08-06,2024-09-20,2024-10-18
INV-1479,Summit Cement,24843.87,2024-08-07,2024-09-21,2024-10-19
INV-1480,Titan Auto Parts,28768.11,2024-08-08,2024-08-29,2024-09-07
INV-1481,Metro Builders,45834.67,2024-08-09,2024-09-08,2024-09-23
INV-1482,Delta Traders,5771.46,2024-08-10,2024-09-09,2024-09-07
INV-1483,Horizon Tech,49597.24,2024-08-11,2024-10-10,2024-10-29
INV-1484,Ivory Ceramics,9575.99,2024-08-11,2024-09-01,2024-08-30
INV-1485,Urban Café Chain,19134.8,2024-08-11,2024-09-25,2024-09-30
INV-1486,Beta Foods,21447.65,2024-08-12,2024-09-11,2024-09-30
INV-1487,Pearl Cosmetics,4853.83,2024-08-12,2024-09-11,2024-09-16
INV-1488,Radiant Apparel,21146.53,2024-08-13,2024-08-28,2024-08-27
INV-1489,Beta Foods,17620.92,2024-08-14,2024-09-13,2024-10-23
INV-1490,Prime Agro,14449.28,2024-08-15,2024-10-14,2024-11-25
INV-1491,Radiant Apparel,26125.29,2024-08-15,2024-09-05,2024-09-04
INV-1492,Dhanvi Jewels,5043.93,2024-08-15,2024-09-14,2024-09-19
INV-1493,Metro Builders,31091.44,2024-08-16,2024-09-15,2024-10-05
INV-1494,Chirag Plastics,12730.69,2024-08-16,2024-09-06,2024-09-05
INV-1495,Lotus Ayurveda,12760.49,2024-08-17,2024-09-07,2024-09-06
INV-1496,Bharat Tyres,11775.31,2024-08-17,2024-10-16,2024-10-30
INV-1497,Fresh Mart,15345.27,2024-08-18,2024-09-17,2024-09-22
INV-1498,Harbor Ports,5363.4,2024-08-18,2024-10-17,2024-11-22
INV-1499,Kite Interiors,16745.62,2024-08-18,2024-10-17,2024-11-08
INV-1500,Arjun Hardware,17127.78,2024-08-18,2024-09-17,2024-09-26
INV-1501,Urban Café Chain,5230.7,2024-08-20,2024-09-10,2024-09-19
INV-1502,Nova Pharma,28914.51,2024-08-22,2024-09-21,2024-09-16
INV-1503,Walnut Woods,16906.28,2024-08-22,2024-09-12,2024-09-10
INV-1504,Bharat Tyres,34733.55,2024-08-22,2024-10-21,2024-11-13
INV-1505,Horizon Tech,52965.31,2024-08-23,2024-10-07,2024-11-01
INV-1506,Lotus Ayurveda,14076.96,2024-08-23,2024-09-07,2024-09-05
INV-1507,Orbit Electronics,39689.26,2024-08-24,2024-09-23,2024-09-28
INV-1508,Bright Solar,24392.14,2024-08-24,2024-09-14,2024-09-14
INV-1509,Everest Mines,24632.31,2024-08-24,2024-10-08,2024-10-28
INV-1510,Falcon Aviation,19550.84,2024-08-24,2024-09-08,2024-09-03
INV-1511,Willow Dairy,4444.48,2024-08-25,2024-09-15,2024-09-13
INV-1512,Quantum Steel,16388.14,2024-08-26,2024-09-25,2024-09-30
INV-1513,Titan Auto Parts,16756.62,2024-08-26,2024-09-16,2024-09-21
INV-1514,Vertex Robotics,38405.28,2024-08-27,2024-09-26,2024-10-08
INV-1515,Zara Knitwear,26055.6,2024-08-27,2024-09-11,2024-09-06
INV-1516,Indus Logistics,7153.96,2024-08-28,2024-09-18,2024-10-03
INV-1517,Zenith Chemicals,29516.78,2024-08-29,2024-09-28,2024-10-08
INV-1518,Ivory Ceramics,26156.91,2024-08-29,2024-09-13,2024-09-12
INV-1519,Chirag Plastics,23664.28,2024-08-29,2024-09-19,2024-09-14
INV-1520,Nova Pharma,24216.4,2024-09-02,2024-09-23,2024-09-21
INV-1521,Triveni Power,21094.63,2024-09-02,2024-09-17,2024-09-17
INV-1522,Falcon Aviation,9643.52,2024-09-03,2024-10-03,2024-10-01
INV-1523,Maple Books,2827.06,2024-09-03,2024-10-03,2024-10-08
INV-1524,City Hospitals,13564.25,2024-09-04,2024-10-19,2024-10-17
INV-1525,Prime Agro,7542.88,2024-09-04,2024-10-04,2024-10-07
INV-1526,Harbor Ports,14070.32,2024-09-04,2024-10-04,2024-10-18
INV-1527,Ocean Fisheries,7787.59,2024-09-04,2024-11-03,2024-11-17
INV-1528,City Hospitals,43354.48,2024-09-05,2024-10-20,2024-10-20
INV-1529,Saffron Exports,19809.17,2024-09-06,2024-10-21,2024-10-26
INV-1530,Willow Dairy,11363.62,2024-09-08,2024-09-23,2024-09-23
INV-1531,Bright Solar,36589.85,2024-09-08,2024-09-23,2024-09-21
INV-1532,Vertex Robotics,30555.67,2024-09-08,2024-11-07,2024-11-21
INV-1533,Orbit Electronics,27531.73,2024-09-09,2024-09-30,2024-10-05
INV-1534,Cedar Furniture,10029.73,2024-09-09,2024-10-24,2024-11-21
INV-1535,Delta Traders,6665.94,2024-09-10,2024-10-01,2024-09-26
INV-1536,Garnet Media,4636.0,2024-09-10,2024-10-25,2024-10-30
INV-1537,Beta Foods,10491.22,2024-09-11,2024-10-11,2024-10-19
INV-1538,Quantum Steel,32894.94,2024-09-11,2024-10-26,2024-10-31
INV-1539,Echo Manufacturing,16186.57,2024-09-12,2024-11-11,2024-12-17
INV-1540,Horizon Tech,33139.67,2024-09-12,2024-11-11,2024-11-24
INV-1541,Orbit Electronics,15382.47,2024-09-12,2024-10-27,2024-10-27
INV-1542,Lotus Ayurveda,28353.36,2024-09-14,2024-10-05,2024-09-30
INV-1543,Ivory Ceramics,20573.81,2024-09-15,2024-09-30,2024-09-28
INV-1544,Nova Pharma,18608.94,2024-09-16,2024-10-16,2024-10-11
INV-1545,Cedar Furniture,9226.33,2024-09-16,2024-11-15,2024-11-29
INV-1546,Alpha Retail,17963.67,2024-09-17,2024-10-17,2024-10-15
INV-1547,Alpha Retail,12767.97,2024-09-21,2024-10-12,2024-10-10
INV-1548,Walnut Woods,19634.62,2024-09-21,2024-10-06,2024-10-01
INV-1549,Arjun Hardware,6929.46,2024-09-22,2024-10-22,2024-10-27
INV-1550,Global Textiles,21631.74,2024-09-24,2024-10-15,2024-10-13
INV-1551,Beta Foods,10994.36,2024-09-25,2024-11-09,2024-11-17
INV-1552,Quantum Steel,31497.11,2024-09-25,2024-10-16,2024-10-31
INV-1553,Dhanvi Jewels,4401.52,2024-09-26,2024-11-10,2024-11-15
INV-1554,Summit Cement,59656.45,2024-09-28,2024-11-12,2024-12-06
INV-1555,Falcon Aviation,24761.1,2024-09-28,2024-10-13,2024-10-08
INV-1556,Ocean Fisheries,21438.21,2024-09-29,2024-11-28,2025-01-05
INV-1557,Xenon Batteries,39851.23,2024-10-02,2024-11-16,2024-12-01
INV-1558,Triveni Power,61052.15,2024-10-04,2024-10-19,2024-10-17
INV-1559,Fresh Mart,14768.46,2024-10-07,2024-11-06,2024-11-11
INV-1560,Summit Cement,55607.53,2024-10-08,2024-12-07,2025-01-02
INV-1561,City Hospitals,41859.19,2024-10-09,2024-11-08,2024-11-13
INV-1562,Quill Stationery,6700.9,2024-10-09,2024-10-24,2024-10-23
INV-1563,Delta Traders,6547.22,2024-10-10,2024-11-09,2024-11-04
INV-1564,Summit Cement,55782.47,2024-10-12,2024-12-11,2024-12-28
INV-1565,Maple Books,6501.36,2024-10-16,2024-11-06,2024-11-06
INV-1566,Aarav Spices,12507.9,2024-10-18,2024-11-08,2024-11-13
INV-1567,Echo Manufacturing,18960.78,2024-10-21,2024-11-20,2024-12-18
INV-1568,Indus Logistics,11784.62,2024-10-28,2024-11-27,2024-12-02
INV-1569,Cedar Furniture,10652.53,2024-10-29,2024-11-28,2025-01-08
INV-1570,Unity Wholesalers,9126.96,2024-10-30,2024-11-14,2024-11-13
INV-1571,Bharat Tyres,30495.65,2024-11-01,2024-12-31,2025-01-24
INV-1572,Zenith Chemicals,14935.73,2024-11-03,2025-01-02,2025-01-22
